Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
District - Dindigul,Urban,60+,680,366,314,121,57,64,11,4,7,418,227,191,51,21,30,12,6,6,19,8,11,15,15,0,3,3,0,72,36,36,0,0,0,32,21,11,11,11,0,2,0,2,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,0,5,144,65,79
District - Dindigul,Urban,Unknown,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Karur,Total,15-34,2815,1344,1471,647,270,377,54,27,27,1806,671,1135,106,56,50,2,2,0,26,8,18,560,364,196,6,0,6,292,152,140,0,0,0,70,40,30,82,70,12,22,20,2,0,0,0,6,0,6,18,6,12,30,18,12,70,26,44,30,6,24,282,148,134
District - Karur,Total,35-59,3708,1477,2231,670,249,421,78,40,38,2864,1030,1834,288,126,162,6,6,0,60,24,36,262,158,104,6,0,6,376,124,252,0,0,0,22,2,20,68,62,6,18,0,18,0,0,0,6,6,0,14,14,0,60,42,18,40,18,22,6,0,6,204,74,130
District - Karur,Total,60+,957,439,518,247,118,129,40,27,13,884,402,482,58,32,26,0,0,0,22,6,16,44,24,20,0,0,0,64,24,40,0,0,0,18,6,12,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,12,6,6,2,0,2,8,0,8,40,18,22
District - Karur,Total,Unknown,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Karur,Rural,15-34,2080,954,1126,338,136,202,44,23,21,1544,561,983,64,30,34,2,2,0,0,0,0,310,246,64,0,0,0,178,66,112,0,0,0,46,28,18,34,34,0,20,18,2,0,0,0,0,0,0,12,0,12,18,12,6,44,18,26,12,0,12,90,52,38
District - Karur,Rural,35-59,2547,949,1598,317,102,215,60,33,27,2214,780,1434,118,46,72,0,0,0,26,6,20,78,56,22,0,0,0,238,60,178,0,0,0,4,2,2,0,0,0,18,0,18,0,0,0,0,0,0,8,8,0,24,24,0,8,6,2,0,0,0,68,30,38
District - Karur,Rural,60+,712,315,397,144,70,74,34,23,11,704,314,390,30,18,12,0,0,0,12,6,6,2,0,2,0,0,0,42,12,30,0,0,0,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,10,6,4
District - Karur,Rural,Unknown,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Karur,Urban,15-34,735,390,345,309,134,175,10,4,6,262,110,152,42,26,16,0,0,0,26,8,18,250,118,132,6,0,6,114,86,28,0,0,0,24,12,12,48,36,12,2,2,0,0,0,0,6,0,6,6,6,0,12,6,6,26,8,18,18,6,12,192,96,96
District - Karur,Urban,35-59,1161,528,633,353,147,206,18,7,11,650,250,400,170,80,90,6,6,0,34,18,16,184,102,82,6,0,6,138,64,74,0,0,0,18,0,18,68,62,6,0,0,0,0,0,0,6,6,0,6,6,0,36,18,18,32,12,20,6,0,6,136,44,92
District - Karur,Urban,60+,245,124,121,103,48,55,6,4,2,180,88,92,28,14,14,0,0,0,10,0,10,42,24,18,0,0,0,22,12,10,0,0,0,4,0,4,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,12,6,6,2,0,2,0,0,0,30,12,18
District - Karur,Urban,Unknown,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Tiruchirappalli,Total,15-34,11243,5726,5517,1866,895,971,463,220,243,6552,2712,3840,162,69,93,12,12,0,129,39,90,862,609,253,14,8,6,1238,846,392,0,0,0,516,356,160,287,270,17,162,151,11,6,6,0,82,54,28,76,58,18,240,175,65,335,94,241,161,35,126,1812,907,905
District - Tiruchirappalli,Total,35-59,12023,5303,6720,1906,724,1182,629,282,347,9579,3748,5831,315,152,163,9,6,3,125,45,80,374,277,97,17,6,11,1237,616,621,0,0,0,313,228,85,200,195,5,89,62,27,0,0,0,11,3,8,46,37,9,150,112,38,107,24,83,70,22,48,658,212,446
District - Tiruchirappalli,Total,60+,2859,1420,1439,628,272,356,176,95,81,2618,1205,1413,94,71,23,3,3,0,27,16,11,55,48,7,13,3,10,183,58,125,0,0,0,38,30,8,14,12,2,24,18,6,0,0,0,0,0,0,8,6,2,35,26,9,8,6,2,14,0,14,177,95,82
District - Tiruchirappalli,Total,Unknown,17,12,5,6,1,5,1,1,0,16,6,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
District - Tiruchirappalli,Rural,15-34,8135,3805,4330,1157,549,608,416,196,220,5774,2346,3428,76,26,50,12,12,0,76,22,54,450,320,130,0,0,0,708,412,296,0,0,0,252,158,94,144,138,6,114,112,2,6,6,0,26,26,0,42,24,18,98,84,14,236,70,166,96,30,66,766,372,394
District - Tiruchirappalli,Rural,35-59,8931,3555,5376,1296,491,805,552,242,310,8293,3180,5113,192,92,100,6,6,0,36,14,22,88,56,32,6,6,0,562,184,378,0,0,0,82,66,16,62,62,0,42,36,6,0,0,0,2,0,2,12,12,0,24,18,6,26,0,26,46,18,28,196,54,142
District - Tiruchirappalli,Rural,60+,2269,1076,1193,486,200,286,159,82,77,2282,1048,1234,56,38,18,0,0,0,8,6,2,24,24,0,0,0,0,124,30,94,0,0,0,8,6,2,0,0,0,10,6,4,0,0,0,0,0,0,2,0,2,8,6,2,0,0,0,2,0,2,72,30,42
District - Tiruchirappalli,Rural,Unknown,6,3,3,3,1,2,1,1,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Tiruchirappalli,Urban,15-34,3108,1921,1187,709,346,363,47,24,23,778,366,412,86,43,43,0,0,0,53,17,36,412,289,123,14,8,6,530,434,96,0,0,0,264,198,66,143,132,11,48,39,9,0,0,0,56,28,28,34,34,0,142,91,51,99,24,75,65,5,60,1046,535,511
District - Tiruchirappalli,Urban,35-59,3092,1748,1344,610,233,377,77,40,37,1286,568,718,123,60,63,3,0,3,89,31,58,286,221,65,11,0,11,675,432,243,0,0,0,231,162,69,138,133,5,47,26,21,0,0,0,9,3,6,34,25,9,126,94,32,81,24,57,24,4,20,462,158,304
District - Tiruchirappalli,Urban,60+,590,344,246,142,72,70,17,13,4,336,157,179,38,33,5,3,3,0,19,10,9,31,24,7,13,3,10,59,28,31,0,0,0,30,24,6,14,12,2,14,12,2,0,0,0,0,0,0,6,6,0,27,20,7,8,6,2,12,0,12,105,65,40
District - Tiruchirappalli,Urban,Unknown,11,9,2,3,0,3,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
District - Perambalur,Total,15-34,6866,3149,3717,795,310,485,1250,683,567,5109,2028,3081,42,30,12,0,0,0,30,12,18,54,30,24,0,0,0,84,76,8,0,0,0,110,78,32,42,42,0,78,72,6,0,0,0,0,0,0,0,0,0,26,20,6,90,26,64,78,16,62,668,346,322
District - Perambalur,Total,35-59,7591,3455,4136,618,179,439,1292,728,564,6267,2460,3807,20,18,2,0,0,0,42,12,30,48,48,0,0,0,0,84,72,12,0,0,0,84,78,6,12,12,0,38,38,0,0,0,0,0,0,0,12,12,0,26,20,6,46,6,40,58,6,52,180,124,56
District - Perambalur,Total,60+,1960,1027,933,260,94,166,341,245,96,1747,802,945,2,0,2,0,0,0,0,0,0,12,12,0,6,6,0,6,6,0,0,0,0,2,0,2,2,0,2,6,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,30,10,20,64,32,32
District - Perambalur,Total,Unknown,6,2,4,0,0,0,1,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Perambalur,Rural,15-34,6384,2911,3473,761,291,470,1241,680,561,4880,1928,2952,24,12,12,0,0,0,18,6,12,54,30,24,0,0,0,50,42,8,0,0,0,104,72,32,42,42,0,78,72,6,0,0,0,0,0,0,0,0,0,24,18,6,60,16,44,72,10,62,498,274,224
District - Perambalur,Rural,35-59,7027,3158,3869,564,144,420,1283,721,562,5856,2263,3593,12,12,0,0,0,0,12,6,6,18,18,0,0,0,0,48,40,8,0,0,0,76,72,4,6,6,0,38,38,0,0,0,0,0,0,0,6,6,0,18,18,0,30,6,24,52,6,46,136,90,46
District - Perambalur,Rural,60+,1811,954,857,241,84,157,327,234,93,1623,746,877,0,0,0,0,0,0,0,0,0,12,12,0,6,6,0,0,0,0,0,0,0,0,0,0,2,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,18,50,26,24
District - Perambalur,Rural,Unknown,5,2,3,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Perambalur,Urban,15-34,482,238,244,34,19,15,9,3,6,229,100,129,18,18,0,0,0,0,12,6,6,0,0,0,0,0,0,34,34,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,30,10,20,6,6,0,170,72,98
District - Perambalur,Urban,35-59,564,297,267,54,35,19,9,7,2,411,197,214,8,6,2,0,0,0,30,6,24,30,30,0,0,0,0,36,32,4,0,0,0,8,6,2,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,8,2,6,16,0,16,6,0,6,44,34,10
District - Perambalur,Urban,60+,149,73,76,19,10,9,14,11,3,124,56,68,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,2,14,6,8
District - Perambalur,Urban,Unknown,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Ariyalur,Total,15-34,8666,3940,4726,1778,706,1072,601,298,303,8455,3468,4987,26,8,18,0,0,0,100,36,64,144,74,70,0,0,0,238,160,78,2,2,0,132,114,18,86,86,0,52,46,6,0,0,0,6,6,0,12,12,0,14,12,2,38,18,20,50,20,30,488,286,202
District - Ariyalur,Total,35-59,10487,4548,5939,2061,738,1323,657,337,320,10935,4383,6552,80,38,42,0,0,0,72,48,24,120,80,40,0,0,0,228,126,102,0,0,0,68,50,18,24,24,0,12,12,0,0,0,0,0,0,0,12,12,0,14,14,0,24,20,4,88,26,62,214,116,98
District - Ariyalur,Total,60+,2287,1291,996,606,308,298,158,111,47,2485,1322,1163,34,30,4,0,0,0,44,22,22,6,6,0,0,0,0,42,32,10,0,0,0,12,6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,92,58,34
District - Ariyalur,Total,Unknown,5,2,3,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Ariyalur,Rural,15-34,8402,3789,4613,1714,663,1051,589,292,297,8327,3408,4919,26,8,18,0,0,0,88,30,58,138,68,70,0,0,0,176,116,60,2,2,0,106,90,16,80,80,0,46,40,6,0,0,0,6,6,0,12,12,0,14,12,2,26,12,14,40,18,22,440,258,182
District - Ariyalur,Rural,35-59,10043,4302,5741,1957,692,1265,635,322,313,10661,4250,6411,70,30,40,0,0,0,58,42,16,108,68,40,0,0,0,156,102,54,0,0,0,44,26,18,24,24,0,12,12,0,0,0,0,0,0,0,6,6,0,6,6,0,22,20,2,58,12,46,140,74,66
District - Ariyalur,Rural,60+,2145,1197,948,594,304,290,157,111,46,2398,1268,1130,28,24,4,0,0,0,38,22,16,6,6,0,0,0,0,20,12,8,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,66,46,20
District - Ariyalur,Rural,Unknown,5,2,3,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Ariyalur,Urban,15-34,264,151,113,64,43,21,12,6,6,128,60,68,0,0,0,0,0,0,12,6,6,6,6,0,0,0,0,62,44,18,0,0,0,26,24,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,10,2,8,48,28,20
District - Ariyalur,Urban,35-59,444,246,198,104,46,58,22,15,7,274,133,141,10,8,2,0,0,0,14,6,8,12,12,0,0,0,0,72,24,48,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,8,0,2,0,2,30,14,16,74,42,32
District - Ariyalur,Urban,60+,142,94,48,12,4,8,1,0,1,87,54,33,6,6,0,0,0,0,6,0,6,0,0,0,0,0,0,22,20,2,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,14
District - Ariyalur,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Cuddalore,Total,15-34,45488,21540,23948,9128,3993,5135,2840,1466,1374,40174,17378,22796,401,227,174,161,156,5,468,157,311,853,527,326,68,66,2,2009,1424,585,3,3,0,538,417,121,469,466,3,119,111,8,12,12,0,39,36,3,92,84,8,94,41,53,341,148,193,1022,269,753,4913,2545,2368
District - Cuddalore,Total,35-59,50734,23550,27184,10399,4419,5980,3229,1759,1470,51038,22833,28205,452,240,212,119,102,17,469,200,269,459,316,143,96,93,3,1680,905,775,0,0,0,338,212,126,237,229,8,89,69,20,0,0,0,15,15,0,75,75,0,181,93,88,184,57,127,792,87,705,1680,684,996
District - Cuddalore,Total,60+,10189,5917,4272,2712,1499,1213,754,523,231,10860,6204,4656,179,109,70,14,12,2,118,65,53,88,64,24,2,0,2,225,136,89,0,0,0,65,40,25,11,11,0,9,0,9,0,0,0,0,0,0,3,3,0,23,15,8,15,15,0,170,53,117,365,166,199
District - Cuddalore,Total,Unknown,108,50,58,8,2,6,4,1,3,85,33,52,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,6,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7
District - Cuddalore,Rural,15-34,39752,18456,21296,7979,3356,4623,2697,1409,1288,36756,15703,21053,292,168,124,112,110,2,412,136,276,628,362,266,36,36,0,1344,864,480,0,0,0,340,274,66,340,340,0,96,94,2,12,12,0,18,18,0,62,54,8,48,18,30,270,112,158,840,228,612,3428,1874,1554
District - Cuddalore,Rural,35-59,44940,20537,24403,9009,3678,5331,3101,1709,1392,46262,20456,25806,266,128,138,104,90,14,426,174,252,336,216,120,78,78,0,1076,476,600,0,0,0,158,80,78,138,132,6,40,32,8,0,0,0,0,0,0,54,54,0,118,48,70,118,34,84,662,78,584,1012,430,582
District - Cuddalore,Rural,60+,9067,5270,3797,2415,1314,1101,720,506,214,9830,5616,4214,128,70,58,14,12,2,98,54,44,66,46,20,0,0,0,150,78,72,0,0,0,40,26,14,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,14,6,8,6,6,0,142,44,98,270,118,152
District - Cuddalore,Rural,Unknown,92,42,50,7,1,6,4,1,3,79,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
District - Cuddalore,Urban,15-34,5736,3084,2652,1149,637,512,143,57,86,3418,1675,1743,109,59,50,49,46,3,56,21,35,225,165,60,32,30,2,665,560,105,3,3,0,198,143,55,129,126,3,23,17,6,0,0,0,21,18,3,30,30,0,46,23,23,71,36,35,182,41,141,1485,671,814
District - Cuddalore,Urban,35-59,5794,3013,2781,1390,741,649,128,50,78,4776,2377,2399,186,112,74,15,12,3,43,26,17,123,100,23,18,15,3,604,429,175,0,0,0,180,132,48,99,97,2,49,37,12,0,0,0,15,15,0,21,21,0,63,45,18,66,23,43,130,9,121,668,254,414
District - Cuddalore,Urban,60+,1122,647,475,297,185,112,34,17,17,1030,588,442,51,39,12,0,0,0,20,11,9,22,18,4,2,0,2,75,58,17,0,0,0,25,14,11,9,9,0,7,0,7,0,0,0,0,0,0,3,3,0,9,9,0,9,9,0,28,9,19,95,48,47
District - Cuddalore,Urban,Unknown,16,8,8,1,1,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
District - Nagapattinam,Total,15-34,27936,15140,12796,4382,1983,2399,786,459,327,26032,12808,13224,204,148,56,108,68,40,192,98,94,502,388,114,18,12,6,1268,1176,92,6,6,0,332,220,112,514,496,18,78,64,14,0,0,0,26,20,6,54,40,14,42,34,8,308,82,226,252,132,120,1596,872,724
District - Nagapattinam,Total,35-59,34932,16269,18663,5610,2040,3570,1083,596,487,36887,16243,20644,250,192,58,152,56,96,190,88,102,236,194,42,28,24,4,490,298,192,6,6,0,122,74,48,82,78,4,62,42,20,0,0,0,6,6,0,30,30,0,74,68,6,62,36,26,208,64,144,574,214,360
District - Nagapattinam,Total,60+,7910,4505,3405,1746,849,897,350,235,115,8756,4819,3937,38,18,20,44,32,12,48,30,18,56,46,10,2,0,2,120,66,54,0,0,0,32,14,18,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,2,0,2,56,22,34,136,60,76
District - Nagapattinam,Total,Unknown,37,16,21,8,6,2,0,0,0,21,10,11,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
District - Nagapattinam,Rural,15-34,25798,13854,11944,4009,1757,2252,754,435,319,24521,11942,12579,166,130,36,6,6,0,166,96,70,466,360,106,10,10,0,1012,960,52,6,6,0,258,178,80,472,454,18,62,56,6,0,0,0,18,12,6,46,32,14,40,32,8,248,76,172,230,124,106,1326,702,624
District - Nagapattinam,Rural,35-59,32358,14912,17446,5048,1690,3358,1049,571,478,34599,14987,19612,174,136,38,8,0,8,182,82,100,218,186,32,12,12,0,212,150,62,6,6,0,98,58,40,60,60,0,44,30,14,0,0,0,6,6,0,24,24,0,68,62,6,44,24,20,194,64,130,408,144,264
District - Nagapattinam,Rural,60+,7349,4145,3204,1578,752,826,336,222,114,8231,4487,3744,36,18,18,0,0,0,38,30,8,46,38,8,0,0,0,62,24,38,0,0,0,18,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,2,0,2,48,16,32,102,48,54
District - Nagapattinam,Rural,Unknown,37,16,21,8,6,2,0,0,0,21,10,11,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
District - Nagapattinam,Urban,15-34,2138,1286,852,373,226,147,32,24,8,1511,866,645,38,18,20,102,62,40,26,2,24,36,28,8,8,2,6,256,216,40,0,0,0,74,42,32,42,42,0,16,8,8,0,0,0,8,8,0,8,8,0,2,2,0,60,6,54,22,8,14,270,170,100
District - Nagapattinam,Urban,35-59,2574,1357,1217,562,350,212,34,25,9,2288,1256,1032,76,56,20,144,56,88,8,6,2,18,8,10,16,12,4,278,148,130,0,0,0,24,16,8,22,18,4,18,12,6,0,0,0,0,0,0,6,6,0,6,6,0,18,12,6,14,0,14,166,70,96
District - Nagapattinam,Urban,60+,561,360,201,168,97,71,14,13,1,525,332,193,2,0,2,44,32,12,10,0,10,10,8,2,2,0,2,58,42,16,0,0,0,14,6,8,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,34,12,22
District - Nagapattinam,Urban,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District - Thiruvarur,Total,15-34,22015,11447,10568,3250,1388,1862,791,487,304,20914,10172,10742,150,74,76,6,6,0,108,46,62,236,142,94,6,6,0,484,450,34,0,0,0,212,158,54,248,240,8,46,44,2,0,0,0,24,24,0,42,36,6,36,18,18,174,74,100,186,64,122,1602,794,808
District - Thiruvarur,Total,35-59,28014,12890,15124,3866,1343,2523,1120,662,458,29320,12825,16495,132,64,68,0,0,0,146,14,132,70,42,28,12,12,0,198,160,38,0,0,0,148,114,34,56,50,6,24,18,6,0,0,0,0,0,0,18,18,0,42,42,0,32,12,20,140,32,108,422,168,254
District - Thiruvarur,Total,60+,6183,3527,2656,1249,602,647,266,190,76,6824,3751,3073,54,36,18,0,0,0,38,22,16,8,2,6,0,0,0,34,30,4,0,0,0,30,26,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,2,0,8,8,0,42,6,36,120,56,64
District - Thiruvarur,Total,Unknown,57,24,33,0,0,0,1,0,1,50,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
District - Thiruvarur,Rural,15-34,20086,10366,9720,2976,1269,1707,719,436,283,19365,9381,9984,92,44,48,0,0,0,98,42,56,158,90,68,6,6,0,432,400,32,0,0,0,168,116,52,204,198,6,46,44,2,0,0,0,18,18,0,30,24,6,34,16,18,156,74,82,168,64,104,1368,682,686
District - Thiruvarur,Rural,35-59,25698,11707,13991,3458,1203,2255,1042,605,437,27078,11827,15251,66,32,34,0,0,0,130,14,116,38,24,14,6,6,0,118,98,20,0,0,0,102,70,32,38,32,6,8,6,2,0,0,0,0,0,0,12,12,0,42,42,0,30,12,18,126,32,94,320,98,222
District - Thiruvarur,Rural,60+,5678,3221,2457,1146,555,591,258,185,73,6348,3483,2865,12,0,12,0,0,0,36,22,14,6,2,4,0,0,0,22,18,4,0,0,0,28,26,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,8,8,0,42,6,36,60,24,36
District - Thiruvarur,Rural,Unknown,55,22,33,0,0,0,1,0,1,48,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
District - Thiruvarur,Urban,15-34,1929,1081,848,274,119,155,72,51,21,1549,791,758,58,30,28,6,6,0,10,4,6,78,52,26,0,0,0,52,50,2,0,0,0,44,42,2,44,42,2,0,0,0,0,0,0,6,6,0,12,12,0,2,2,0,18,0,18,18,0,18,234,112,122
District - Thiruvarur,Urban,35-59,2316,1183,1133,408,140,268,78,57,21,2242,998,1244,66,32,34,0,0,0,16,0,16,32,18,14,6,6,0,80,62,18,0,0,0,46,44,2,18,18,0,16,12,4,0,0,0,0,0,0,6,6,0,0,0,0,2,0,2,14,0,14,102,70,32
District - Thiruvarur,Urban,60+,505,306,199,103,47,56,8,5,3,476,268,208,42,36,6,0,0,0,2,0,2,2,0,2,0,0,0,12,12,0,0,0,0,2,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,32,28
